股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
301377,鼎泰高科,2024-01-02,22.7,22.81,23.36,22.42,54172,128604944.0,4.13,0.18,0.04,7.63
301377,鼎泰高科,2024-01-03,22.79,21.63,22.79,21.53,62962,143721378.0,5.52,-5.17,-1.18,8.86
301377,鼎泰高科,2024-01-04,21.69,21.48,22.32,21.2,56034,126386511.0,5.18,-0.69,-0.15,7.89
301377,鼎泰高科,2024-01-05,21.51,21.61,22.67,21.25,74672,170616554.0,6.61,0.61,0.13,10.51
301377,鼎泰高科,2024-01-08,21.7,20.57,21.8,20.36,54804,119427035.0,6.66,-4.81,-1.04,7.72
301377,鼎泰高科,2024-01-09,20.63,20.63,21.4,20.38,35401,76883681.0,4.96,0.29,0.06,4.98
301377,鼎泰高科,2024-01-10,20.69,19.7,20.69,19.62,39716,83339880.0,5.19,-4.51,-0.93,5.59
301377,鼎泰高科,2024-01-11,19.64,20.02,20.24,19.47,29265,60837604.0,3.91,1.62,0.32,4.12
301377,鼎泰高科,2024-01-12,19.96,19.64,20.1,19.5,27833,57325950.0,3.0,-1.9,-0.38,3.92
301377,鼎泰高科,2024-01-15,19.61,19.5,19.72,19.23,18612,37843161.0,2.49,-0.71,-0.14,2.62
301377,鼎泰高科,2024-01-16,19.49,19.37,19.62,19.07,18428,37162771.0,2.82,-0.67,-0.13,2.59
301377,鼎泰高科,2024-01-17,19.32,18.71,19.32,18.71,16337,32563763.0,3.15,-3.41,-0.66,2.3
301377,鼎泰高科,2024-01-18,18.43,18.62,18.93,18.08,28108,54456223.0,4.54,-0.48,-0.09,3.96
301377,鼎泰高科,2024-01-19,18.66,17.95,18.88,17.95,27745,53346679.0,4.99,-3.6,-0.67,3.91
301377,鼎泰高科,2024-01-22,18.02,16.67,18.03,16.62,38542,70104163.0,7.86,-7.13,-1.28,5.43
301377,鼎泰高科,2024-01-23,16.58,16.52,16.99,16.19,35472,61772339.0,4.8,-0.9,-0.15,4.99
301377,鼎泰高科,2024-01-24,16.69,16.77,16.89,15.94,29956,51879978.0,5.75,1.51,0.25,4.22
301377,鼎泰高科,2024-01-25,16.7,17.41,17.45,16.55,29688,53459593.0,5.37,3.82,0.64,4.18
301377,鼎泰高科,2024-01-26,17.35,16.78,17.54,16.74,27634,49572612.0,4.6,-3.62,-0.63,3.89
301377,鼎泰高科,2024-01-29,16.8,16.23,17.05,16.23,22413,38749536.0,4.89,-3.28,-0.55,3.16
301377,鼎泰高科,2024-01-30,16.07,15.48,16.14,15.44,23345,38923275.0,4.31,-4.62,-0.75,3.29
