股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
300049,福瑞医科,2024-01-02,43.38,42.74,43.9,42.18,41332,177659187.0,3.95,-1.95,-0.85,1.77
300049,福瑞医科,2024-01-03,42.96,42.58,44.79,42.42,60992,266370432.0,5.55,-0.37,-0.16,2.61
300049,福瑞医科,2024-01-04,42.4,42.1,43.35,41.49,41044,173694446.0,4.37,-1.13,-0.48,1.76
300049,福瑞医科,2024-01-05,42.02,41.17,42.52,41.15,37914,158412773.0,3.25,-2.21,-0.93,1.62
300049,福瑞医科,2024-01-08,41.0,41.9,43.38,40.69,53514,225634751.0,6.53,1.77,0.73,2.29
300049,福瑞医科,2024-01-09,41.73,44.8,45.88,41.41,93230,410868548.0,10.67,6.92,2.9,3.99
300049,福瑞医科,2024-01-10,44.8,44.79,45.65,44.41,49070,220786658.0,2.77,-0.02,-0.01,2.1
300049,福瑞医科,2024-01-11,45.11,47.14,47.53,44.5,70180,325560238.0,6.76,5.25,2.35,3.01
300049,福瑞医科,2024-01-12,46.94,46.15,47.65,45.55,47868,222238414.0,4.45,-2.1,-0.99,2.05
300049,福瑞医科,2024-01-15,46.03,45.3,47.6,45.1,53318,247328242.0,5.42,-1.84,-0.85,2.28
300049,福瑞医科,2024-01-16,44.75,44.72,45.44,43.51,51978,230300523.0,4.26,-1.28,-0.58,2.23
300049,福瑞医科,2024-01-17,44.87,42.68,44.97,42.58,60030,259469540.0,5.34,-4.56,-2.04,2.57
300049,福瑞医科,2024-01-18,42.39,40.88,42.39,39.3,85621,348579770.0,7.24,-4.22,-1.8,3.67
300049,福瑞医科,2024-01-19,40.5,40.68,42.0,40.3,33981,139937341.0,4.16,-0.49,-0.2,1.46
300049,福瑞医科,2024-01-22,40.71,34.99,40.71,34.02,142502,527865586.0,16.45,-13.99,-5.69,6.1
300049,福瑞医科,2024-01-23,35.51,35.97,37.09,35.0,87542,314306076.0,5.97,2.8,0.98,3.75
300049,福瑞医科,2024-01-24,36.62,37.01,37.42,35.5,62317,226753744.0,5.34,2.89,1.04,2.67
300049,福瑞医科,2024-01-25,37.3,39.1,39.7,37.3,76902,295509027.0,6.48,5.65,2.09,3.29
300049,福瑞医科,2024-01-26,39.04,37.41,39.48,37.05,74751,285614230.0,6.21,-4.32,-1.69,3.2
300049,福瑞医科,2024-01-29,37.88,35.4,38.25,34.95,68027,244982101.0,8.82,-5.37,-2.01,2.91
300049,福瑞医科,2024-01-30,35.69,35.65,36.38,34.65,41757,148976276.0,4.89,0.71,0.25,1.79
300049,福瑞医科,2024-01-31,35.6,32.52,35.6,32.2,114078,377068969.0,9.54,-8.78,-3.13,4.89
300049,福瑞医科,2024-02-01,33.77,34.26,35.53,33.05,86947,296781693.0,7.63,5.35,1.74,3.72
300049,福瑞医科,2024-02-02,34.9,33.0,35.79,31.64,86037,289958443.0,12.11,-3.68,-1.26,3.68
300049,福瑞医科,2024-02-05,32.15,30.5,32.7,29.9,104313,326077578.0,8.48,-7.58,-2.5,4.47
300049,福瑞医科,2024-02-06,30.6,34.89,35.4,28.73,97065,313678900.0,21.87,14.39,4.39,4.16
300049,福瑞医科,2024-02-07,35.59,35.3,37.56,34.85,90541,327807493.0,7.77,1.18,0.41,3.88
300049,福瑞医科,2024-02-08,35.9,37.2,38.28,34.33,95444,347920953.0,11.19,5.38,1.9,4.09
300049,福瑞医科,2024-02-19,38.44,38.38,39.66,37.1,70653,271258594.0,6.88,3.17,1.18,3.03
300049,福瑞医科,2024-02-20,37.69,39.5,40.33,37.5,72407,285410258.0,7.37,2.92,1.12,3.1
300049,福瑞医科,2024-02-21,38.8,39.3,41.14,38.55,69437,278313645.0,6.56,-0.51,-0.2,2.97
300049,福瑞医科,2024-02-22,39.3,39.31,39.66,38.7,47605,186740926.0,2.44,0.03,0.01,2.04
300049,福瑞医科,2024-02-23,39.71,41.15,41.91,39.7,55009,225610392.0,5.62,4.68,1.84,2.36
300049,福瑞医科,2024-02-26,40.81,42.58,43.68,40.69,72632,308086068.0,7.27,3.48,1.43,3.11
300049,福瑞医科,2024-02-27,43.73,43.66,44.44,42.8,51215,223495682.0,3.85,2.54,1.08,2.19
300049,福瑞医科,2024-02-28,44.5,41.45,45.3,41.41,76083,333023195.0,8.91,-5.06,-2.21,3.26
300049,福瑞医科,2024-02-29,41.46,43.99,44.18,41.46,53721,231227954.0,6.56,6.13,2.54,2.3
300049,福瑞医科,2024-03-01,43.8,44.55,45.0,42.86,53921,236337046.0,4.86,1.27,0.56,2.31
300049,福瑞医科,2024-03-04,44.26,46.13,46.44,44.26,58044,265442185.0,4.89,3.55,1.58,2.49
300049,福瑞医科,2024-03-05,47.2,48.02,49.17,47.15,83788,402396554.0,4.38,4.1,1.89,3.59
300049,福瑞医科,2024-03-06,47.98,48.2,49.08,46.74,47324,226853485.0,4.87,0.37,0.18,2.03
300049,福瑞医科,2024-03-07,48.0,45.84,50.0,45.55,85606,405960293.0,9.23,-4.9,-2.36,3.67
300049,福瑞医科,2024-03-08,46.5,46.8,47.23,45.2,59234,272631499.0,4.43,2.09,0.96,2.54
300049,福瑞医科,2024-03-11,46.4,47.0,47.46,46.2,44064,206509886.0,2.69,0.43,0.2,1.89
300049,福瑞医科,2024-03-12,47.42,49.5,49.72,46.29,75843,365749058.0,7.3,5.32,2.5,3.25
300049,福瑞医科,2024-03-13,49.51,50.5,50.75,49.06,69059,345858811.0,3.41,2.02,1.0,2.96
300049,福瑞医科,2024-03-14,52.0,51.19,52.3,49.13,59443,301049444.0,6.28,1.37,0.69,2.55
300049,福瑞医科,2024-03-15,54.64,52.0,55.9,50.2,145301,765181458.0,11.13,1.58,0.81,6.22
300049,福瑞医科,2024-03-18,51.4,56.8,57.3,51.2,116965,641468201.0,11.73,9.23,4.8,5.01
300049,福瑞医科,2024-03-19,56.8,55.25,57.5,55.12,73797,413252219.0,4.19,-2.73,-1.55,3.16
300049,福瑞医科,2024-03-20,54.31,53.0,56.21,52.52,94775,512140643.0,6.68,-4.07,-2.25,4.06
300049,福瑞医科,2024-03-21,53.1,55.49,55.55,53.01,62529,340708091.0,4.79,4.7,2.49,2.68
300049,福瑞医科,2024-03-22,55.0,53.1,55.0,52.25,64986,346643257.0,4.96,-4.31,-2.39,2.78
300049,福瑞医科,2024-03-25,52.66,50.58,53.53,49.62,88147,453652827.0,7.36,-4.75,-2.52,3.77
300049,福瑞医科,2024-03-26,50.48,49.69,51.79,49.2,61370,308449669.0,5.12,-1.76,-0.89,2.63
300049,福瑞医科,2024-03-27,49.91,49.1,51.2,49.05,50208,251302973.0,4.33,-1.19,-0.59,2.15
300049,福瑞医科,2024-03-28,48.6,49.01,50.8,48.35,58593,290536447.0,4.99,-0.18,-0.09,2.51
300049,福瑞医科,2024-03-29,49.3,49.12,50.11,48.2,49285,242594722.0,3.9,0.22,0.11,2.11
300049,福瑞医科,2024-04-01,49.45,49.83,50.78,48.81,52013,258302137.0,4.01,1.45,0.71,2.23
300049,福瑞医科,2024-04-02,50.0,48.45,50.0,47.0,74697,360134108.0,6.02,-2.77,-1.38,3.2
300049,福瑞医科,2024-04-03,48.0,48.51,49.09,47.9,38835,188149127.0,2.46,0.12,0.06,1.66
300049,福瑞医科,2024-04-08,48.0,47.1,48.7,46.8,39965,190304271.0,3.92,-2.91,-1.41,1.71
300049,福瑞医科,2024-04-09,47.0,47.74,47.98,46.0,45773,214842199.0,4.2,1.36,0.64,1.96
300049,福瑞医科,2024-04-10,47.5,46.82,47.99,46.0,36198,169424821.0,4.17,-1.93,-0.92,1.55
300049,福瑞医科,2024-04-11,46.99,47.43,48.84,46.45,41809,200475781.0,5.1,1.3,0.61,1.79
300049,福瑞医科,2024-04-12,47.35,48.88,49.6,47.16,63528,310680178.0,5.14,3.06,1.45,2.72
300049,福瑞医科,2024-04-15,48.87,46.75,49.2,45.88,76416,360249727.0,6.79,-4.36,-2.13,3.27
300049,福瑞医科,2024-04-16,45.81,45.47,46.59,44.2,62041,281017209.0,5.11,-2.74,-1.28,2.66
300049,福瑞医科,2024-04-17,46.05,44.35,47.26,43.27,86807,389963246.0,8.78,-2.46,-1.12,3.72
300049,福瑞医科,2024-04-18,43.85,45.69,46.5,43.05,64940,293652672.0,7.78,3.02,1.34,2.78
300049,福瑞医科,2024-04-19,45.69,46.76,47.67,44.84,69621,323725126.0,6.19,2.34,1.07,2.98
300049,福瑞医科,2024-04-22,46.72,48.59,49.32,45.9,68953,332915181.0,7.31,3.91,1.83,2.95
300049,福瑞医科,2024-04-23,48.69,50.4,51.28,48.06,63523,316785058.0,6.63,3.73,1.81,2.72
300049,福瑞医科,2024-04-24,50.4,50.61,50.71,49.43,39549,198391307.0,2.54,0.42,0.21,1.69
300049,福瑞医科,2024-04-25,50.6,49.73,50.98,49.36,35868,179509823.0,3.2,-1.74,-0.88,1.54
300049,福瑞医科,2024-04-26,49.6,51.5,51.89,49.6,45532,233606942.0,4.6,3.56,1.77,1.95
300049,福瑞医科,2024-04-29,52.25,51.22,53.38,49.5,71593,367418971.0,7.53,-0.54,-0.28,3.07
300049,福瑞医科,2024-04-30,51.17,51.0,51.95,50.3,36979,189396530.0,3.22,-0.43,-0.22,1.58
300049,福瑞医科,2024-05-06,51.11,54.06,54.25,50.66,75947,404719312.0,7.04,6.0,3.06,3.25
