股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
300470,中密控股,2024-01-02,35.91,35.89,36.27,35.72,7010,26641830.0,1.54,0.2,0.07,0.35
300470,中密控股,2024-01-03,35.88,36.03,36.4,35.42,7969,30122885.0,2.73,0.39,0.14,0.4
300470,中密控股,2024-01-04,35.88,35.76,36.22,35.45,5303,20056364.0,2.14,-0.75,-0.27,0.27
300470,中密控股,2024-01-05,35.56,35.41,36.0,35.22,5131,19277281.0,2.18,-0.98,-0.35,0.26
300470,中密控股,2024-01-08,35.23,34.85,35.56,34.53,6312,23296331.0,2.91,-1.58,-0.56,0.32
300470,中密控股,2024-01-09,34.72,34.77,35.31,34.61,4634,17132537.0,2.01,-0.23,-0.08,0.23
300470,中密控股,2024-01-10,34.81,34.93,35.55,34.6,5504,20421183.0,2.73,0.46,0.16,0.28
300470,中密控股,2024-01-11,35.08,35.58,36.25,34.78,8379,31593197.0,4.21,1.86,0.65,0.42
300470,中密控股,2024-01-12,35.69,34.88,36.19,34.83,10060,37601564.0,3.82,-1.97,-0.7,0.51
300470,中密控股,2024-01-15,34.82,34.44,35.02,34.38,7770,28422654.0,1.83,-1.26,-0.44,0.39
300470,中密控股,2024-01-16,34.46,34.22,34.55,33.85,8607,31125733.0,2.03,-0.64,-0.22,0.43
300470,中密控股,2024-01-17,34.32,33.45,34.32,33.45,6269,22403221.0,2.54,-2.25,-0.77,0.32
300470,中密控股,2024-01-18,33.23,32.9,33.85,32.03,9617,33255437.0,5.44,-1.64,-0.55,0.48
300470,中密控股,2024-01-19,32.9,32.7,32.99,32.42,3989,13851715.0,1.73,-0.61,-0.2,0.2
300470,中密控股,2024-01-22,32.7,31.77,32.7,30.8,8485,28627637.0,5.81,-2.84,-0.93,0.43
300470,中密控股,2024-01-23,31.33,31.82,31.96,30.82,6437,21475372.0,3.59,0.16,0.05,0.32
300470,中密控股,2024-01-24,31.97,32.26,32.26,30.9,4747,15991434.0,4.27,1.38,0.44,0.24
