股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
301057,汇隆新材,2024-01-02,16.31,16.72,16.89,16.15,33449,57463159.0,4.54,2.51,0.41,6.47
301057,汇隆新材,2024-01-03,16.72,16.59,16.82,16.46,18790,32165600.0,2.15,-0.78,-0.13,3.64
301057,汇隆新材,2024-01-04,16.7,16.59,16.78,16.44,18771,32078108.0,2.05,0.0,0.0,3.63
301057,汇隆新材,2024-01-05,16.74,16.41,16.74,16.33,15716,26665034.0,2.47,-1.08,-0.18,3.04
301057,汇隆新材,2024-01-08,16.41,16.23,16.42,16.14,13885,23246425.0,1.71,-1.1,-0.18,2.69
301057,汇隆新材,2024-01-09,16.46,16.37,16.48,16.18,10657,17951953.0,1.85,0.86,0.14,2.06
301057,汇隆新材,2024-01-10,16.39,16.26,16.49,16.17,12181,20488674.0,1.95,-0.67,-0.11,2.36
301057,汇隆新材,2024-01-11,16.3,16.39,16.51,16.21,10480,17596307.0,1.85,0.8,0.13,2.03
301057,汇隆新材,2024-01-12,16.39,16.16,16.57,16.15,9431,15920125.0,2.56,-1.4,-0.23,1.83
301057,汇隆新材,2024-01-15,16.26,16.18,16.3,16.09,11548,19273400.0,1.3,0.12,0.02,2.24
301057,汇隆新材,2024-01-16,16.23,15.91,16.26,15.65,14790,24194169.0,3.77,-1.67,-0.27,2.86
301057,汇隆新材,2024-01-17,15.9,15.68,15.98,15.66,11348,18518565.0,2.01,-1.45,-0.23,2.2
301057,汇隆新材,2024-01-18,15.69,15.16,15.77,14.73,23903,37419166.0,6.63,-3.32,-0.52,4.63
301057,汇隆新材,2024-01-19,15.17,14.97,15.41,14.91,12631,19706393.0,3.3,-1.25,-0.19,2.44
301057,汇隆新材,2024-01-22,14.98,13.92,14.99,13.81,15023,22397624.0,7.88,-7.01,-1.05,2.91
301057,汇隆新材,2024-01-23,13.93,13.24,14.0,13.21,32284,44939495.0,5.68,-4.89,-0.68,6.25
