股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
600266,城建发展,2024-01-02,4.67,4.6,4.68,4.59,400451,191350804.0,1.92,-1.92,-0.09,1.77
600266,城建发展,2024-01-03,4.6,4.68,4.83,4.59,535512,259708853.0,5.22,1.74,0.08,2.37
600266,城建发展,2024-01-04,4.65,4.49,4.67,4.39,635676,295297511.0,5.98,-4.06,-0.19,2.82
600266,城建发展,2024-01-05,4.49,4.48,4.59,4.44,443901,206680254.0,3.34,-0.22,-0.01,1.97
600266,城建发展,2024-01-08,4.49,4.43,4.53,4.42,289490,133962579.0,2.46,-1.12,-0.05,1.28
600266,城建发展,2024-01-09,4.45,4.47,4.5,4.41,264606,121989017.0,2.03,0.9,0.04,1.17
600266,城建发展,2024-01-10,4.45,4.42,4.48,4.39,232393,106570308.0,2.01,-1.12,-0.05,1.03
600266,城建发展,2024-01-11,4.41,4.5,4.53,4.37,337948,155331595.0,3.62,1.81,0.08,1.5
600266,城建发展,2024-01-12,4.46,4.45,4.53,4.44,264569,122562604.0,2.0,-1.11,-0.05,1.17
600266,城建发展,2024-01-15,4.43,4.46,4.51,4.39,256493,118163227.0,2.7,0.22,0.01,1.14
600266,城建发展,2024-01-16,4.43,4.35,4.48,4.28,391861,176294692.0,4.48,-2.47,-0.11,1.74
600266,城建发展,2024-01-17,4.34,4.23,4.37,4.23,252920,112464238.0,3.22,-2.76,-0.12,1.12
600266,城建发展,2024-01-18,4.24,4.18,4.25,4.05,483757,207184408.0,4.73,-1.18,-0.05,2.14
600266,城建发展,2024-01-19,4.15,4.15,4.24,4.12,234052,101193228.0,2.87,-0.72,-0.03,1.04
600266,城建发展,2024-01-22,4.12,3.87,4.14,3.85,451135,186331309.0,6.99,-6.75,-0.28,2.0
600266,城建发展,2024-01-23,3.88,3.99,4.03,3.83,415990,169936680.0,5.17,3.1,0.12,1.84
600266,城建发展,2024-01-24,4.04,4.06,4.11,3.87,687982,284186040.0,6.02,1.75,0.07,3.05
600266,城建发展,2024-01-25,4.12,4.29,4.31,4.06,733368,318871895.0,6.16,5.67,0.23,3.25
600266,城建发展,2024-01-26,4.36,4.52,4.64,4.36,974034,454120361.0,6.53,5.36,0.23,4.32
600266,城建发展,2024-01-29,4.63,4.51,4.77,4.49,1060209,504681064.0,6.19,-0.22,-0.01,4.7
600266,城建发展,2024-01-30,4.48,4.29,4.51,4.26,816694,369355107.0,5.54,-4.88,-0.22,3.62
600266,城建发展,2024-01-31,4.36,4.1,4.4,4.08,697071,302972834.0,7.46,-4.43,-0.19,3.24
600266,城建发展,2024-02-01,4.03,4.01,4.14,3.96,610192,256072646.0,4.39,-2.2,-0.09,2.83
600266,城建发展,2024-02-02,4.04,4.08,4.27,3.94,1008777,430524800.0,8.23,1.75,0.07,4.68
600266,城建发展,2024-02-05,3.98,3.66,4.02,3.66,876672,337906528.0,8.82,-10.29,-0.42,4.07
600266,城建发展,2024-02-06,3.45,3.59,3.66,3.28,1102937,395959539.0,10.38,-1.91,-0.07,5.12
600266,城建发展,2024-02-07,3.6,3.55,3.75,3.46,1009254,378657618.0,8.08,-1.11,-0.04,4.68
600266,城建发展,2024-02-08,3.59,3.84,3.85,3.57,968255,374286552.0,7.89,8.17,0.29,4.49
600266,城建发展,2024-02-19,3.9,3.83,4.02,3.67,973808,387593107.0,9.11,-0.26,-0.01,4.52
600266,城建发展,2024-02-20,3.83,3.9,3.92,3.8,688853,277574762.0,3.13,1.83,0.07,3.2
600266,城建发展,2024-02-21,3.86,4.13,4.31,3.78,1087663,462169270.0,13.59,5.9,0.23,5.05
600266,城建发展,2024-02-22,4.07,4.12,4.14,4.02,676884,286470297.0,2.91,-0.24,-0.01,3.14
600266,城建发展,2024-02-23,4.1,4.21,4.29,4.1,698478,304064480.0,4.61,2.18,0.09,3.24
600266,城建发展,2024-02-26,4.19,4.11,4.23,4.05,544108,232684091.0,4.28,-2.38,-0.1,2.53
600266,城建发展,2024-02-27,4.11,4.18,4.19,4.06,516485,221483953.0,3.16,1.7,0.07,2.4
600266,城建发展,2024-02-28,4.19,4.01,4.27,4.0,697681,301112663.0,6.46,-4.07,-0.17,3.24
600266,城建发展,2024-02-29,3.97,4.13,4.13,3.93,458280,193253999.0,4.99,2.99,0.12,2.13
600266,城建发展,2024-03-01,4.14,4.1,4.16,4.05,427739,181813528.0,2.66,-0.73,-0.03,1.99
600266,城建发展,2024-03-04,4.09,3.93,4.09,3.85,630156,256747223.0,5.85,-4.15,-0.17,2.92
600266,城建发展,2024-03-05,3.91,3.88,3.92,3.79,436516,175121924.0,3.31,-1.27,-0.05,2.03
600266,城建发展,2024-03-06,3.85,3.86,3.91,3.83,333564,134007287.0,2.06,-0.52,-0.02,1.55
600266,城建发展,2024-03-07,3.87,3.82,3.94,3.82,392551,157520607.0,3.11,-1.04,-0.04,1.82
600266,城建发展,2024-03-08,3.82,3.79,3.85,3.76,404526,159680450.0,2.36,-0.79,-0.03,1.88
600266,城建发展,2024-03-11,3.79,3.86,3.86,3.78,413917,164818014.0,2.11,1.85,0.07,1.92
600266,城建发展,2024-03-12,3.87,4.09,4.14,3.81,1015819,419288533.0,8.55,5.96,0.23,4.71
600266,城建发展,2024-03-13,4.1,3.97,4.1,3.92,666345,274730772.0,4.4,-2.93,-0.12,3.09
600266,城建发展,2024-03-14,4.0,3.99,4.04,3.95,481757,199555426.0,2.27,0.5,0.02,2.24
600266,城建发展,2024-03-15,3.97,3.97,4.05,3.92,354159,145827001.0,3.26,-0.5,-0.02,1.64
600266,城建发展,2024-03-18,3.97,3.96,3.99,3.9,367365,149956202.0,2.27,-0.25,-0.01,1.7
600266,城建发展,2024-03-19,3.95,3.9,3.95,3.89,350470,142619409.0,1.52,-1.52,-0.06,1.63
600266,城建发展,2024-03-20,3.89,3.98,4.04,3.87,533864,220277096.0,4.36,2.05,0.08,2.48
