股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
002440,闰土股份,2024-01-02,5.81,5.87,5.89,5.8,37542,23092095.5,1.55,1.03,0.06,0.39
002440,闰土股份,2024-01-03,5.87,5.9,5.94,5.84,38274,23646606.72,1.7,0.51,0.03,0.4
002440,闰土股份,2024-01-04,5.9,5.87,5.92,5.82,29383,18108720.68,1.69,-0.51,-0.03,0.31
002440,闰土股份,2024-01-05,5.87,5.81,5.88,5.79,33413,20509533.93,1.53,-1.02,-0.06,0.35
002440,闰土股份,2024-01-08,5.85,5.74,5.85,5.73,45115,27384946.0,2.07,-1.2,-0.07,0.47
002440,闰土股份,2024-01-09,5.72,5.73,5.78,5.68,28399,17064969.65,1.74,-0.17,-0.01,0.3
002440,闰土股份,2024-01-10,5.71,5.71,5.78,5.67,28921,17393955.3,1.92,-0.35,-0.02,0.3
002440,闰土股份,2024-01-11,5.69,5.77,5.8,5.68,30552,18404827.19,2.1,1.05,0.06,0.32
002440,闰土股份,2024-01-12,5.76,5.79,5.88,5.76,28733,17570742.0,2.08,0.35,0.02,0.3
002440,闰土股份,2024-01-15,5.76,5.77,5.82,5.75,20157,12236619.5,1.21,-0.35,-0.02,0.21
002440,闰土股份,2024-01-16,5.79,5.75,5.81,5.69,25706,15513552.0,2.08,-0.35,-0.02,0.27
002440,闰土股份,2024-01-17,5.75,5.67,5.79,5.67,32364,19505678.55,2.09,-1.39,-0.08,0.34
002440,闰土股份,2024-01-18,5.64,5.58,5.66,5.43,62196,36197691.65,4.06,-1.59,-0.09,0.65
002440,闰土股份,2024-01-19,5.56,5.52,5.65,5.51,35868,20983506.64,2.51,-1.08,-0.06,0.37
002440,闰土股份,2024-01-22,5.49,5.25,5.49,5.21,98875,55759845.8,5.07,-4.89,-0.27,1.03
002440,闰土股份,2024-01-23,5.26,5.3,5.35,5.19,63561,35417421.89,3.05,0.95,0.05,0.66
002440,闰土股份,2024-01-24,5.34,5.4,5.42,5.22,48126,27042980.22,3.77,1.89,0.1,0.5
002440,闰土股份,2024-01-25,5.43,5.58,5.59,5.37,46148,26825241.87,4.07,3.33,0.18,0.48
002440,闰土股份,2024-01-26,5.59,5.58,5.64,5.56,30635,18057116.2,1.43,0.0,0.0,0.32
002440,闰土股份,2024-01-29,5.6,5.51,5.61,5.5,38572,22521398.82,1.97,-1.25,-0.07,0.4
002440,闰土股份,2024-01-30,5.51,5.42,5.57,5.41,40034,23181521.69,2.9,-1.63,-0.09,0.42
002440,闰土股份,2024-01-31,5.41,5.33,5.43,5.3,54867,30967546.65,2.4,-1.66,-0.09,0.57
002440,闰土股份,2024-02-01,5.31,5.31,5.4,5.21,58437,32717247.66,3.56,-0.38,-0.02,0.61
002440,闰土股份,2024-02-02,5.31,5.1,5.38,4.96,86099,47463272.22,7.91,-3.95,-0.21,0.9
002440,闰土股份,2024-02-05,5.09,4.76,5.09,4.69,114044,58652889.0,7.84,-6.67,-0.34,1.19
002440,闰土股份,2024-02-06,4.76,5.15,5.25,4.69,105148,55013401.75,11.76,8.19,0.39,1.1
002440,闰土股份,2024-02-07,5.11,5.47,5.53,5.11,113322,64249135.69,8.16,6.21,0.32,1.18
002440,闰土股份,2024-02-08,5.45,5.61,5.78,5.44,109068,65130126.52,6.22,2.56,0.14,1.14
002440,闰土股份,2024-02-19,5.68,5.49,5.69,5.38,88767,51338582.32,5.53,-2.14,-0.12,0.93
002440,闰土股份,2024-02-20,5.42,5.45,5.48,5.39,42420,24246955.5,1.64,-0.73,-0.04,0.44
002440,闰土股份,2024-02-21,5.45,5.47,5.6,5.36,64349,37306064.5,4.4,0.37,0.02,0.67
002440,闰土股份,2024-02-22,5.49,5.47,5.5,5.41,39229,22533956.92,1.65,0.0,0.0,0.41
002440,闰土股份,2024-02-23,5.46,5.48,5.49,5.39,50177,28746854.0,1.83,0.18,0.01,0.52
002440,闰土股份,2024-02-26,5.46,5.46,5.54,5.43,48743,28132874.5,2.01,-0.36,-0.02,0.51
002440,闰土股份,2024-02-27,5.47,5.54,5.54,5.43,43887,25379478.22,2.01,1.47,0.08,0.46
002440,闰土股份,2024-02-28,5.55,5.44,5.76,5.44,98367,57945395.5,5.78,-1.81,-0.1,1.03
002440,闰土股份,2024-02-29,5.4,5.6,5.62,5.39,61908,36030269.0,4.23,2.94,0.16,0.65
002440,闰土股份,2024-03-01,5.58,5.63,5.63,5.52,46463,27253963.88,1.96,0.54,0.03,0.48
002440,闰土股份,2024-03-04,5.63,5.57,5.68,5.53,45958,26969752.1,2.66,-1.07,-0.06,0.48
002440,闰土股份,2024-03-05,5.57,5.51,5.58,5.49,35800,20838330.7,1.62,-1.08,-0.06,0.37
002440,闰土股份,2024-03-06,5.52,5.5,5.58,5.47,31848,18499454.66,2.0,-0.18,-0.01,0.33
002440,闰土股份,2024-03-07,5.5,5.57,5.6,5.5,43670,25547743.5,1.82,1.27,0.07,0.46
002440,闰土股份,2024-03-08,5.54,5.52,5.57,5.48,38568,22368051.5,1.62,-0.9,-0.05,0.4
002440,闰土股份,2024-03-11,5.5,5.56,5.57,5.48,31240,18162782.66,1.63,0.72,0.04,0.33
002440,闰土股份,2024-03-12,5.57,5.75,5.75,5.54,105785,62750271.69,3.78,3.42,0.19,1.1
002440,闰土股份,2024-03-13,5.74,5.73,5.75,5.63,65039,38950733.1,2.09,-0.35,-0.02,0.68
002440,闰土股份,2024-03-14,5.68,5.84,5.85,5.68,84911,51708674.57,2.97,1.92,0.11,0.89
002440,闰土股份,2024-03-15,5.81,5.94,5.94,5.75,62054,38238300.73,3.25,1.71,0.1,0.65
002440,闰土股份,2024-03-18,5.93,5.95,5.99,5.88,52388,32522420.8,1.85,0.17,0.01,0.55
002440,闰土股份,2024-03-19,5.95,5.86,5.97,5.86,36980,22873660.0,1.85,-1.51,-0.09,0.39
002440,闰土股份,2024-03-20,5.85,5.9,5.91,5.82,37631,23163276.76,1.54,0.68,0.04,0.39
