股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
002191,劲嘉股份,2024-01-02,5.08,5.16,5.32,5.07,180118,99392677.04,4.92,1.57,0.08,1.26
002191,劲嘉股份,2024-01-03,5.17,5.11,5.18,5.09,104303,56467099.82,1.74,-0.97,-0.05,0.73
002191,劲嘉股份,2024-01-04,5.09,5.12,5.13,5.06,67783,36497833.74,1.37,0.2,0.01,0.48
002191,劲嘉股份,2024-01-05,5.1,5.05,5.17,5.03,79207,42661246.4,2.73,-1.37,-0.07,0.56
002191,劲嘉股份,2024-01-08,5.06,4.94,5.06,4.93,80151,42169055.2,2.57,-2.18,-0.11,0.56
002191,劲嘉股份,2024-01-09,4.92,4.92,4.99,4.89,76506,39978387.75,2.02,-0.4,-0.02,0.54
002191,劲嘉股份,2024-01-10,4.89,4.91,4.98,4.86,73804,38461620.0,2.44,-0.2,-0.01,0.52
002191,劲嘉股份,2024-01-11,4.9,5.01,5.03,4.88,72292,38079411.26,3.05,2.04,0.1,0.51
002191,劲嘉股份,2024-01-12,5.0,4.98,5.06,4.97,54704,29009968.68,1.8,-0.6,-0.03,0.38
002191,劲嘉股份,2024-01-15,4.96,5.01,5.04,4.94,71122,37647044.56,2.01,0.6,0.03,0.5
002191,劲嘉股份,2024-01-16,5.0,4.97,5.03,4.91,64831,34080408.0,2.4,-0.8,-0.04,0.45
002191,劲嘉股份,2024-01-17,4.96,4.87,4.98,4.85,79086,41159927.38,2.62,-2.01,-0.1,0.55
002191,劲嘉股份,2024-01-18,4.85,4.75,4.85,4.62,155976,78016602.05,4.72,-2.46,-0.12,1.09
002191,劲嘉股份,2024-01-19,4.76,4.77,4.88,4.71,113070,57631321.02,3.58,0.42,0.02,0.79
002191,劲嘉股份,2024-01-22,4.77,4.46,4.79,4.43,166960,81872353.94,7.55,-6.5,-0.31,1.17
002191,劲嘉股份,2024-01-23,4.46,4.59,4.64,4.38,130485,63019916.6,5.83,2.91,0.13,0.92
002191,劲嘉股份,2024-01-24,4.61,4.62,4.66,4.42,119509,57849264.7,5.23,0.65,0.03,0.84
002191,劲嘉股份,2024-01-25,4.6,4.72,4.73,4.59,118332,58829093.0,3.03,2.16,0.1,0.83
002191,劲嘉股份,2024-01-26,4.73,4.76,4.86,4.69,131043,66621064.32,3.6,0.85,0.04,0.92
002191,劲嘉股份,2024-01-29,4.8,4.66,4.82,4.64,85255,42502378.0,3.78,-2.1,-0.1,0.6
002191,劲嘉股份,2024-01-30,4.65,4.47,4.67,4.46,116725,56684702.48,4.51,-4.08,-0.19,0.82
002191,劲嘉股份,2024-01-31,4.47,4.27,4.49,4.21,191109,88479019.34,6.26,-4.47,-0.2,1.34
002191,劲嘉股份,2024-02-01,4.26,4.16,4.31,4.12,145796,65650894.7,4.45,-2.58,-0.11,1.02
002191,劲嘉股份,2024-02-02,4.16,3.95,4.25,3.81,207795,90115809.82,10.58,-5.05,-0.21,1.46
002191,劲嘉股份,2024-02-05,3.91,3.58,3.93,3.53,272515,107830028.42,10.13,-9.37,-0.37,1.91
002191,劲嘉股份,2024-02-06,3.61,3.91,3.96,3.57,249884,101764931.97,10.89,9.22,0.33,1.75
002191,劲嘉股份,2024-02-07,3.92,4.14,4.19,3.89,258027,113124716.05,7.67,5.88,0.23,1.81
002191,劲嘉股份,2024-02-08,4.11,4.28,4.37,4.11,231683,106172838.52,6.28,3.38,0.14,1.62
002191,劲嘉股份,2024-02-19,4.36,4.28,4.38,4.23,188604,86464971.36,3.5,0.0,0.0,1.32
002191,劲嘉股份,2024-02-20,4.28,4.28,4.28,4.17,94132,42657254.0,2.57,0.0,0.0,0.66
002191,劲嘉股份,2024-02-21,4.25,4.33,4.47,4.19,144297,67125457.78,6.54,1.17,0.05,1.01
002191,劲嘉股份,2024-02-22,4.36,4.38,4.43,4.32,88642,41278520.76,2.54,1.15,0.05,0.62
002191,劲嘉股份,2024-02-23,4.38,4.44,4.44,4.31,131132,61015958.48,2.97,1.37,0.06,0.92
002191,劲嘉股份,2024-02-26,4.43,4.49,4.57,4.39,154893,73743573.12,4.05,1.13,0.05,1.09
002191,劲嘉股份,2024-02-27,4.5,4.58,4.58,4.45,132340,63681288.0,2.9,2.0,0.09,0.93
002191,劲嘉股份,2024-02-28,4.56,4.42,4.74,4.41,217356,106043244.08,7.21,-3.49,-0.16,1.52
002191,劲嘉股份,2024-02-29,4.38,4.55,4.55,4.37,133285,63591671.64,4.07,2.94,0.13,0.93
002191,劲嘉股份,2024-03-01,4.52,4.53,4.57,4.48,123788,59480648.0,1.98,-0.44,-0.02,0.87
002191,劲嘉股份,2024-03-04,4.54,4.45,4.54,4.4,130827,61882648.98,3.09,-1.77,-0.08,0.92
002191,劲嘉股份,2024-03-05,4.42,4.36,4.43,4.31,117668,54718840.0,2.7,-2.02,-0.09,0.83
002191,劲嘉股份,2024-03-06,4.33,4.37,4.44,4.31,86166,40163437.04,2.98,0.23,0.01,0.6
002191,劲嘉股份,2024-03-07,4.36,4.35,4.45,4.34,87164,40838494.0,2.52,-0.46,-0.02,0.61
002191,劲嘉股份,2024-03-08,4.34,4.34,4.39,4.29,91152,42172388.0,2.3,-0.23,-0.01,0.64
002191,劲嘉股份,2024-03-11,4.33,4.44,4.44,4.33,106117,49569035.82,2.53,2.3,0.1,0.74
002191,劲嘉股份,2024-03-12,4.45,4.49,4.5,4.43,106052,50431634.7,1.58,1.13,0.05,0.74
002191,劲嘉股份,2024-03-13,4.48,4.46,4.5,4.42,82600,39250169.0,1.78,-0.67,-0.03,0.58
002191,劲嘉股份,2024-03-14,4.44,4.45,4.51,4.4,117885,55978474.0,2.47,-0.22,-0.01,0.83
002191,劲嘉股份,2024-03-15,4.42,4.53,4.53,4.4,100844,47998162.18,2.92,1.8,0.08,0.71
002191,劲嘉股份,2024-03-18,4.3,4.39,4.4,4.23,480699,220972815.92,3.75,-3.09,-0.14,3.37
002191,劲嘉股份,2024-03-19,4.4,4.43,4.54,4.38,352735,167523218.5,3.64,0.91,0.04,2.47
002191,劲嘉股份,2024-03-20,4.42,4.44,4.45,4.33,166362,77975136.75,2.71,0.23,0.01,1.17
002191,劲嘉股份,2024-03-21,4.45,4.5,4.51,4.37,190360,90294702.64,3.15,1.35,0.06,1.34
002191,劲嘉股份,2024-03-22,4.49,4.38,4.5,4.36,144365,67927238.48,3.11,-2.67,-0.12,1.01
002191,劲嘉股份,2024-03-25,4.33,4.25,4.38,4.24,127409,58766575.92,3.2,-2.97,-0.13,0.89
002191,劲嘉股份,2024-03-26,4.23,4.23,4.29,4.14,133562,60157934.4,3.53,-0.47,-0.02,0.94
002191,劲嘉股份,2024-03-27,4.21,4.1,4.25,4.09,123975,55329154.72,3.78,-3.07,-0.13,0.87
002191,劲嘉股份,2024-03-28,4.08,4.18,4.23,4.08,115039,51471896.75,3.66,1.95,0.08,0.81
002191,劲嘉股份,2024-03-29,4.17,4.23,4.24,4.15,77574,34803211.0,2.15,1.2,0.05,0.54
002191,劲嘉股份,2024-04-01,4.23,4.3,4.32,4.2,110392,50443979.6,2.84,1.65,0.07,0.77
002191,劲嘉股份,2024-04-02,4.33,4.37,4.38,4.28,145694,67390984.94,2.33,1.63,0.07,1.02
002191,劲嘉股份,2024-04-03,4.36,4.34,4.39,4.32,104873,48556751.0,1.6,-0.69,-0.03,0.74
002191,劲嘉股份,2024-04-08,4.35,4.27,4.4,4.26,120465,55614180.0,3.23,-1.61,-0.07,0.84
002191,劲嘉股份,2024-04-09,4.26,4.36,4.37,4.25,111426,51473540.28,2.81,2.11,0.09,0.78
002191,劲嘉股份,2024-04-10,4.36,4.25,4.36,4.22,111214,50870559.0,3.21,-2.52,-0.11,0.78
002191,劲嘉股份,2024-04-11,4.24,4.27,4.33,4.22,85150,38960361.64,2.59,0.47,0.02,0.6
002191,劲嘉股份,2024-04-12,4.28,4.14,4.29,4.13,133646,59854588.0,3.75,-3.04,-0.13,0.94
002191,劲嘉股份,2024-04-15,4.13,3.99,4.15,3.91,195511,83972817.8,5.8,-3.62,-0.15,1.37
002191,劲嘉股份,2024-04-16,3.97,3.77,3.98,3.76,176152,73033960.65,5.51,-5.51,-0.22,1.24
002191,劲嘉股份,2024-04-17,3.82,4.01,4.02,3.81,176191,74559852.0,5.57,6.37,0.24,1.24
002191,劲嘉股份,2024-04-18,4.0,3.97,4.04,3.94,112155,48081515.0,2.49,-1.0,-0.04,0.79
002191,劲嘉股份,2024-04-19,3.97,3.95,4.02,3.92,100737,42764927.4,2.52,-0.5,-0.02,0.71
002191,劲嘉股份,2024-04-22,3.97,3.92,4.05,3.91,168145,71569504.85,3.54,-0.76,-0.03,1.18
002191,劲嘉股份,2024-04-23,3.94,3.93,3.98,3.91,93849,39734309.3,1.79,0.26,0.01,0.66
002191,劲嘉股份,2024-04-24,3.92,4.04,4.05,3.92,119674,51244613.0,3.31,2.8,0.11,0.84
002191,劲嘉股份,2024-04-25,4.03,4.04,4.1,4.0,78035,33928120.96,2.48,0.0,0.0,0.55
002191,劲嘉股份,2024-04-26,4.05,4.09,4.09,3.99,119154,51762781.98,2.48,1.24,0.05,0.84
002191,劲嘉股份,2024-04-29,4.13,4.41,4.43,4.13,270692,125133988.2,7.33,7.82,0.32,1.9
002191,劲嘉股份,2024-04-30,4.4,4.37,4.44,4.34,137231,63967816.32,2.27,-0.91,-0.04,0.96
002191,劲嘉股份,2024-05-06,4.36,4.35,4.41,4.33,181067,84266316.4,1.83,-0.46,-0.02,1.27
002191,劲嘉股份,2024-05-07,4.33,4.37,4.37,4.3,113118,52392975.15,1.61,0.46,0.02,0.79
002191,劲嘉股份,2024-05-08,4.35,4.31,4.36,4.3,88135,40650169.29,1.37,-1.37,-0.06,0.62
002191,劲嘉股份,2024-05-09,4.29,4.35,4.37,4.29,90634,42070293.2,1.86,0.93,0.04,0.64
002191,劲嘉股份,2024-05-10,4.36,4.34,4.38,4.31,82685,38288710.0,1.61,-0.23,-0.01,0.58
002191,劲嘉股份,2024-05-13,4.32,4.32,4.35,4.26,95024,43698536.0,2.07,-0.46,-0.02,0.67
002191,劲嘉股份,2024-05-14,4.31,4.37,4.39,4.3,123125,57361257.76,2.08,1.16,0.05,0.86
