股票代码,股票名称,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
600162,香江控股,2024-01-02,1.58,1.58,1.59,1.56,114204,19953080.0,1.91,0.64,0.01,0.35
600162,香江控股,2024-01-03,1.57,1.6,1.61,1.57,125097,22077784.0,2.53,1.27,0.02,0.38
600162,香江控股,2024-01-04,1.59,1.58,1.6,1.57,114528,20028040.0,1.88,-1.25,-0.02,0.35
600162,香江控股,2024-01-05,1.58,1.57,1.6,1.57,129055,22648796.0,1.9,-0.63,-0.01,0.39
600162,香江控股,2024-01-08,1.57,1.54,1.58,1.54,104352,18029949.0,2.55,-1.91,-0.03,0.32
600162,香江控股,2024-01-09,1.54,1.57,1.58,1.53,157917,27332123.0,3.25,1.95,0.03,0.48
600162,香江控股,2024-01-10,1.56,1.57,1.59,1.55,96280,16757182.0,2.55,0.0,0.0,0.29
600162,香江控股,2024-01-11,1.57,1.6,1.61,1.56,157032,27589740.0,3.18,1.91,0.03,0.48
600162,香江控股,2024-01-12,1.59,1.61,1.64,1.59,182720,32723688.0,3.13,0.63,0.01,0.56
600162,香江控股,2024-01-15,1.61,1.63,1.64,1.59,155096,27822559.0,3.11,1.24,0.02,0.47
600162,香江控股,2024-01-16,1.63,1.61,1.67,1.59,238071,42707393.0,4.91,-1.23,-0.02,0.73
600162,香江控股,2024-01-17,1.61,1.54,1.62,1.54,191077,33419497.0,4.97,-4.35,-0.07,0.58
600162,香江控股,2024-01-18,1.54,1.53,1.55,1.49,224788,38026709.0,3.9,-0.65,-0.01,0.69
600162,香江控股,2024-01-19,1.54,1.52,1.55,1.51,111334,18934278.0,2.61,-0.65,-0.01,0.34
600162,香江控股,2024-01-22,1.51,1.44,1.54,1.42,216923,35844687.0,7.89,-5.26,-0.08,0.66
600162,香江控股,2024-01-23,1.44,1.46,1.48,1.4,162379,26086413.0,5.56,1.39,0.02,0.5
600162,香江控股,2024-01-24,1.46,1.53,1.53,1.46,249390,41556063.0,4.79,4.79,0.07,0.76
600162,香江控股,2024-01-25,1.52,1.6,1.6,1.52,281492,49125418.0,5.23,4.58,0.07,0.86
600162,香江控股,2024-01-26,1.6,1.65,1.67,1.59,376073,68123146.0,5.0,3.13,0.05,1.15
600162,香江控股,2024-01-29,1.66,1.62,1.7,1.6,416339,75568172.0,6.06,-1.82,-0.03,1.27
600162,香江控股,2024-01-30,1.61,1.55,1.63,1.55,294577,51951200.0,4.94,-4.32,-0.07,0.9
600162,香江控股,2024-01-31,1.55,1.48,1.57,1.47,306930,51475458.0,6.45,-4.52,-0.07,0.94
600162,香江控股,2024-02-01,1.47,1.44,1.48,1.41,279528,45118326.0,4.73,-2.7,-0.04,0.86
600162,香江控股,2024-02-02,1.44,1.39,1.49,1.33,400767,63423285.0,11.11,-3.47,-0.05,1.23
600162,香江控股,2024-02-05,1.37,1.24,1.37,1.23,422859,60218667.0,10.07,-10.79,-0.15,1.29
600162,香江控股,2024-02-06,1.22,1.23,1.3,1.11,426500,57766596.0,15.32,-0.81,-0.01,1.3
600162,香江控股,2024-02-07,1.22,1.19,1.23,1.16,383345,52045995.0,5.69,-3.25,-0.04,1.17
600162,香江控股,2024-02-08,1.19,1.28,1.29,1.18,443757,62027099.0,9.24,7.56,0.09,1.36
600162,香江控股,2024-02-19,1.3,1.32,1.32,1.28,332752,48844433.0,3.13,3.13,0.04,1.02
600162,香江控股,2024-02-20,1.31,1.32,1.33,1.29,194489,28784612.0,3.03,0.0,0.0,0.6
600162,香江控股,2024-02-21,1.31,1.36,1.4,1.3,307493,46935320.0,7.58,3.03,0.04,0.94
600162,香江控股,2024-02-22,1.37,1.36,1.4,1.34,234201,35843795.0,4.41,0.0,0.0,0.72
600162,香江控股,2024-02-23,1.36,1.38,1.39,1.34,199371,30572809.0,3.68,1.47,0.02,0.61
600162,香江控股,2024-02-26,1.38,1.39,1.42,1.36,265672,41360693.0,4.35,0.72,0.01,0.81
600162,香江控股,2024-02-27,1.38,1.44,1.44,1.37,294851,46788828.0,5.04,3.6,0.05,0.9
600162,香江控股,2024-02-28,1.43,1.36,1.48,1.36,366009,58390519.0,8.33,-5.56,-0.08,1.12
600162,香江控股,2024-02-29,1.33,1.39,1.39,1.33,283773,43502059.0,4.41,2.21,0.03,0.87
600162,香江控股,2024-03-01,1.39,1.38,1.4,1.36,207167,32084285.0,2.88,-0.72,-0.01,0.63
600162,香江控股,2024-03-04,1.38,1.35,1.38,1.32,218065,33085980.0,4.35,-2.17,-0.03,0.67
600162,香江控股,2024-03-05,1.33,1.31,1.35,1.31,186470,27824642.0,2.96,-2.96,-0.04,0.57
600162,香江控股,2024-03-06,1.3,1.33,1.34,1.3,209915,31322450.0,3.05,1.53,0.02,0.64
600162,香江控股,2024-03-07,1.33,1.33,1.37,1.32,205620,31157157.0,3.76,0.0,0.0,0.63
600162,香江控股,2024-03-08,1.34,1.34,1.36,1.33,142816,21589378.0,2.26,0.75,0.01,0.44
600162,香江控股,2024-03-11,1.34,1.36,1.36,1.33,148208,22527294.0,2.24,1.49,0.02,0.45
600162,香江控股,2024-03-12,1.36,1.41,1.42,1.35,305622,47536626.0,5.15,3.68,0.05,0.94
600162,香江控股,2024-03-13,1.41,1.37,1.41,1.36,180687,27991997.0,3.55,-2.84,-0.04,0.55
600162,香江控股,2024-03-14,1.37,1.37,1.39,1.36,138764,21449679.0,2.19,0.0,0.0,0.42
600162,香江控股,2024-03-15,1.37,1.4,1.4,1.36,161834,25188444.0,2.92,2.19,0.03,0.5
600162,香江控股,2024-03-18,1.4,1.4,1.41,1.38,151799,23729052.0,2.14,0.0,0.0,0.46
600162,香江控股,2024-03-19,1.4,1.39,1.41,1.38,162787,25500725.0,2.14,-0.71,-0.01,0.5
600162,香江控股,2024-03-20,1.39,1.41,1.41,1.38,178752,27985617.0,2.16,1.44,0.02,0.55
600162,香江控股,2024-03-21,1.41,1.41,1.43,1.4,164753,26094491.0,2.13,0.0,0.0,0.5
600162,香江控股,2024-03-22,1.41,1.37,1.41,1.36,185666,28816576.0,3.55,-2.84,-0.04,0.57
600162,香江控股,2024-03-25,1.37,1.38,1.41,1.36,248116,38564135.0,3.65,0.73,0.01,0.76
600162,香江控股,2024-03-26,1.37,1.41,1.41,1.37,228844,35810748.0,2.9,2.17,0.03,0.7
600162,香江控股,2024-03-27,1.41,1.35,1.41,1.35,204675,31595871.0,4.26,-4.26,-0.06,0.63
600162,香江控股,2024-03-28,1.35,1.38,1.39,1.34,176627,27286041.0,3.7,2.22,0.03,0.54
600162,香江控股,2024-03-29,1.38,1.38,1.38,1.36,89411,13765044.0,1.45,0.0,0.0,0.27
600162,香江控股,2024-04-01,1.38,1.4,1.4,1.38,159315,24820999.0,1.45,1.45,0.02,0.49
600162,香江控股,2024-04-02,1.39,1.4,1.43,1.38,227695,35836944.0,3.57,0.0,0.0,0.7
600162,香江控股,2024-04-03,1.4,1.39,1.41,1.38,142591,22268708.0,2.14,-0.71,-0.01,0.44
600162,香江控股,2024-04-08,1.39,1.36,1.39,1.36,175510,27095115.0,2.16,-2.16,-0.03,0.54
600162,香江控股,2024-04-09,1.36,1.36,1.36,1.34,134352,20433818.0,1.47,0.0,0.0,0.41
600162,香江控股,2024-04-10,1.36,1.31,1.36,1.3,210551,31481697.0,4.41,-3.68,-0.05,0.64
600162,香江控股,2024-04-11,1.29,1.31,1.33,1.29,146616,21692296.0,3.05,0.0,0.0,0.45
600162,香江控股,2024-04-12,1.31,1.27,1.32,1.27,110048,16090050.0,3.82,-3.05,-0.04,0.34
600162,香江控股,2024-04-15,1.28,1.25,1.29,1.24,206890,29685643.0,3.94,-1.57,-0.02,0.63
600162,香江控股,2024-04-16,1.24,1.18,1.25,1.17,246149,33679329.0,6.4,-5.6,-0.07,0.75
600162,香江控股,2024-04-17,1.18,1.24,1.24,1.17,210041,29108431.0,5.93,5.08,0.06,0.64
600162,香江控股,2024-04-18,1.23,1.22,1.24,1.21,150055,20932149.0,2.42,-1.61,-0.02,0.46
600162,香江控股,2024-04-19,1.22,1.22,1.24,1.2,144885,20082712.0,3.28,0.0,0.0,0.44
600162,香江控股,2024-04-22,1.29,1.31,1.34,1.26,426190,63101266.0,6.56,7.38,0.09,1.3
600162,香江控股,2024-04-23,1.3,1.3,1.33,1.28,232675,34413054.0,3.82,-0.76,-0.01,0.71
600162,香江控股,2024-04-24,1.3,1.32,1.32,1.29,137877,20365647.0,2.31,1.54,0.02,0.42
600162,香江控股,2024-04-25,1.32,1.32,1.34,1.3,135249,20185039.0,3.03,0.0,0.0,0.41
600162,香江控股,2024-04-26,1.32,1.35,1.35,1.3,212473,31878952.0,3.79,2.27,0.03,0.65
600162,香江控股,2024-04-29,1.35,1.45,1.46,1.34,555009,88088679.0,8.89,7.41,0.1,1.7
600162,香江控股,2024-04-30,1.45,1.42,1.46,1.39,374533,59240369.0,4.83,-2.07,-0.03,1.15
600162,香江控股,2024-05-06,1.43,1.44,1.47,1.43,387290,62748972.0,2.82,1.41,0.02,1.18
600162,香江控股,2024-05-07,1.45,1.44,1.46,1.41,323972,51922559.0,3.47,0.0,0.0,0.99
600162,香江控股,2024-05-08,1.43,1.39,1.43,1.38,262728,41335032.0,3.47,-3.47,-0.05,0.8
600162,香江控股,2024-05-09,1.39,1.4,1.43,1.39,190450,30125324.0,2.88,0.72,0.01,0.58
600162,香江控股,2024-05-10,1.41,1.46,1.47,1.4,410852,66021221.0,5.0,4.29,0.06,1.26
600162,香江控股,2024-05-13,1.45,1.44,1.46,1.42,189926,30542471.0,2.74,-1.37,-0.02,0.58
600162,香江控股,2024-05-14,1.44,1.44,1.46,1.43,155083,25005843.0,2.08,0.0,0.0,0.47
600162,香江控股,2024-05-15,1.45,1.46,1.49,1.43,283339,46309049.0,4.17,1.39,0.02,0.87
600162,香江控股,2024-05-16,1.46,1.54,1.55,1.46,529321,89419370.0,6.16,5.48,0.08,1.62
600162,香江控股,2024-05-17,1.55,1.64,1.64,1.53,769105,134222198.0,7.14,6.49,0.1,2.35
600162,香江控股,2024-05-20,1.63,1.58,1.63,1.57,612981,108533417.0,3.66,-3.66,-0.06,1.88
600162,香江控股,2024-05-21,1.57,1.62,1.64,1.56,449359,80080982.0,5.06,2.53,0.04,1.37
600162,香江控股,2024-05-22,1.62,1.63,1.68,1.61,513433,93548787.0,4.32,0.62,0.01,1.57
600162,香江控股,2024-05-23,1.61,1.59,1.63,1.57,394487,69704997.0,3.68,-2.45,-0.04,1.21
600162,香江控股,2024-05-24,1.58,1.57,1.61,1.55,224803,39372498.0,3.77,-1.26,-0.02,0.69
600162,香江控股,2024-05-27,1.56,1.56,1.57,1.51,235217,40144992.0,3.82,-0.64,-0.01,0.72
600162,香江控股,2024-05-28,1.56,1.5,1.57,1.49,227618,38416853.0,5.13,-3.85,-0.06,0.7
600162,香江控股,2024-05-29,1.5,1.51,1.55,1.49,191364,32282324.0,4.0,0.67,0.01,0.59
600162,香江控股,2024-05-30,1.49,1.46,1.5,1.45,220829,36234769.0,3.31,-3.31,-0.05,0.68
600162,香江控股,2024-05-31,1.5,1.62,1.62,1.49,731392,128361920.0,8.9,10.96,0.16,2.24
600162,香江控股,2024-06-03,1.6,1.57,1.6,1.55,649750,113016143.0,3.09,-3.09,-0.05,1.99
600162,香江控股,2024-06-04,1.57,1.74,1.74,1.55,1320864,246466351.0,12.1,10.83,0.17,4.04
600162,香江控股,2024-06-05,1.73,1.66,1.75,1.64,1217839,224848842.0,6.32,-4.6,-0.08,3.73
600162,香江控股,2024-06-06,1.66,1.49,1.68,1.49,831076,129244263.0,11.45,-10.24,-0.17,2.54
600162,香江控股,2024-06-07,1.44,1.45,1.49,1.42,502635,73422281.0,4.7,-2.68,-0.04,1.54
600162,香江控股,2024-06-11,1.44,1.42,1.45,1.39,370889,52778974.0,4.14,-2.07,-0.03,1.13
600162,香江控股,2024-06-12,1.41,1.41,1.42,1.39,255431,36161503.0,2.11,-0.7,-0.01,0.78
600162,香江控股,2024-06-13,1.41,1.35,1.42,1.34,334703,46096654.0,5.67,-4.26,-0.06,1.02
600162,香江控股,2024-06-14,1.35,1.38,1.4,1.34,252584,35024681.0,4.44,2.22,0.03,0.77
600162,香江控股,2024-06-17,1.37,1.34,1.38,1.34,178026,24213081.0,2.9,-2.9,-0.04,0.54
600162,香江控股,2024-06-18,1.34,1.36,1.37,1.33,169901,23241166.0,2.99,1.49,0.02,0.52
600162,香江控股,2024-06-19,1.36,1.35,1.37,1.34,114992,15702765.0,2.21,-0.74,-0.01,0.35
600162,香江控股,2024-06-20,1.35,1.31,1.35,1.3,204055,27176653.0,3.7,-2.96,-0.04,0.62
600162,香江控股,2024-06-21,1.31,1.33,1.34,1.3,135492,18109446.0,3.05,1.53,0.02,0.41
600162,香江控股,2024-06-24,1.32,1.28,1.33,1.28,168144,21927495.0,3.76,-3.76,-0.05,0.51
600162,香江控股,2024-06-25,1.28,1.32,1.34,1.28,185810,24535928.0,4.69,3.13,0.04,0.57
600162,香江控股,2024-06-26,1.32,1.33,1.33,1.29,153868,20291891.0,3.03,0.76,0.01,0.47
600162,香江控股,2024-06-27,1.32,1.31,1.34,1.31,127476,16984160.0,2.26,-1.5,-0.02,0.39
600162,香江控股,2024-06-28,1.31,1.32,1.33,1.31,103493,13758670.0,1.53,0.76,0.01,0.32
600162,香江控股,2024-07-01,1.32,1.37,1.37,1.31,174694,23639143.0,4.55,3.79,0.05,0.53
600162,香江控股,2024-07-02,1.36,1.36,1.39,1.35,191840,26512271.0,2.92,-0.73,-0.01,0.59
600162,香江控股,2024-07-03,1.37,1.4,1.42,1.36,220445,31073963.0,4.41,2.94,0.04,0.67
600162,香江控股,2024-07-04,1.39,1.34,1.4,1.32,234228,31992063.0,5.71,-4.29,-0.06,0.72
600162,香江控股,2024-07-05,1.33,1.35,1.36,1.32,127580,17264489.0,2.99,0.75,0.01,0.39
600162,香江控股,2024-07-08,1.35,1.31,1.35,1.3,133301,17692842.0,3.7,-2.96,-0.04,0.41
600162,香江控股,2024-07-09,1.31,1.33,1.33,1.29,135990,17982827.0,3.05,1.53,0.02,0.42
600162,香江控股,2024-07-10,1.33,1.3,1.33,1.29,127315,16794045.0,3.01,-2.26,-0.03,0.39
600162,香江控股,2024-07-11,1.32,1.34,1.34,1.31,129809,17369989.0,2.31,3.08,0.04,0.4
600162,香江控股,2024-07-12,1.34,1.36,1.39,1.33,268864,36998778.0,4.48,1.49,0.02,0.82
